d	把	25511304	dyia
di	把	25511304	dyia
dyia	把	25511304	dyia
wn	這個	24376948	
wsnej	這個	24376948	
wrv	這亇	24376947	
wsriv	這亇	24376947	
zr	能	23909882	zrrr
zsrr	能	23909882	zrrr
nn	他們	23760910	
nyinxd	他們	23760910	
nm	做	23494662	njmo
nejm	做	23494662	njmo
zz	出	23324245	zizi
zizi	出	23324245	zizi
oad	得	22420955	oads
ser	讓	21971231	serh
fw	想	21944953	flwz
flwz	想	21944953	flwz
yy	那	21808185	ybyv
ybyv	那	21808185	ybyv
sp	新	21776749	sfpd
sufp	新	21776749	sfpd
xx	發展	21271128	
xyqxeh	發展	21271128	
xxv	発展	21271127	
xbrxeh	発展	21271127	
wl	過	21257943	wlj
wljv	過	21257943	wlj
wd	过	21257942	wds
wdsv	过	21257942	wds
sk	就是	21108063	
skgkai	就是	21108063	
wa	之	20702277	waa
wvvv	之	20702277	waa
ko	小	20674943	koa
l	用	20512801	ldbi
lb	用	20512801	ldbi
ldbi	用	20512801	ldbi
ag	天	20457907	agd
agdv	天	20457907	agd
bn	工作	19699227	
binmi	工作	19699227	
wo	進行	19659691	
wnioi	進行	19659691	
sb	記者	19653989	
syybm	記者	19653989	
wb	裡	19397088	wkbv
wtkb	裡	19397088	wkbv
kx	最	19077013	kcxs
kcxs	最	19077013	kcxs
uk	並	19061803	uaku
uaku	並	19061803	uaku
uqk	前	18590729	uqkd
oy	公司	18463472	
ozsyaj	公司	18463472	
yz	已經	18453164	
yyzhb	已經	18453164	
xk	問題	18326876	
xdjkig	問題	18326876	
okv	企業	18094727	
odiku	企業	18094727	
wdg	家	17971399	wdgq
jyi	吧	17812571	jyia
nt	什麼	17796936	
nedtzz	什麼	17796936	
v	沒	17613557	vyxs
vx	沒	17613557	vyxs
vyxs	沒	17613557	vyxs
t	次	17518177	tdro
tr	次	17518177	tdro
tdro	次	17518177	tdro
aj	可	17369621	aijv
aijv	可	17369621	aijv
ec	其	16606563	eca
cg	現在	16365880	
clrgib	現在	16365880	
nlj	向	16135014	nljv
st	於	16032510	sotd
syot	於	16032510	sotd
eo	真	16020066	elov
edlo	真	16020066	elov
ro	眞	16020065	rlov
rrlo	眞	16020065	rlov
wf	這樣	15966815	
wsfus	這樣	15966815	
yya	已	15757995	yya
so	該	15641284	szod
sszo	該	15641284	szod
sbv	市場	15562471	
slibro	市場	15562471	
fa	本	15546838	fav
rj	名	15519462	rsjv
rsjv	名	15519462	rsjv
gs	太	15451106	gdsv
gdsv	太	15451106	gdsv
ab	再	15399566	albv
albv	再	15399566	albv
p	所	15084080	pxpd
pp	所	15084080	pxpd
pdxp	所	15084080	pxpd
ju	因為	15060912	
jduyu	因為	15060912	
mb	種	14993403	mkbv
mfkb	種	14993403	mkbv
gk	不是	14890823	
gikai	不是	14890823	
kxv	時間	14785440	
kbdxdk	時間	14785440	
wk	還是	14614773	
wjrkai	還是	14614773	
wgikai	还是	14614772	
nsu	位	14523517	nsu
nsuv	位	14523517	nsu
rr	比	14464951	rrrr
rrrr	比	14464951	rrrr
lo	內	14386353	ldod
ldod	內	14386353	ldod
zk	如果	14358816	
zmjkf	如果	14358816	
ys	及	14225879	ymsv
ymsv	及	14225879	ymsv
ako	更	14182556	akos
akos	更	14182556	akos
wun	道	13776897	wunl
wunl	道	13776897	wunl
pr	愛	13772657	pwrs
pvwr	愛	13772657	pwrs
ojy	卻	13636799	ojyv
jw	國家	13546984	
jjawdg	國家	13546984	
zv	經濟	13362290	
zhbvrn	經濟	13362290	
sl	高	13289918	sjld
sjld	高	13289918	sjld
mda	手	13266506	mda
xz	開始	13244622	
xaezzj	開始	13244622	
ha	或	13198499	hjav
hmja	或	13198499	hjav
jy	吃	12987492	jmyd
jmyd	吃	12987492	jmyd
kn	時候	12888353	
kbdnxm	時候	12888353	
kia	由	12849824	kia
jr	呢	12641044	jxrr
jxrr	呢	12641044	jxrr
jo	只	12513893	jov
lu	目前	12499652	
lauqk	目前	12499652	
oa	今天	12378709	
osxagd	今天	12378709	
wdr	它	12176287	wdrr
vm	活動	12157387	
vmimby	活動	12157387	
oyd	分	11826179	oyd
oydv	分	11826179	oyd
njo	使	11626156	njos
mc	管理	11583904	
mwyckb	管理	11583904	
aairb	一些	11583138	
boy	起	11487882	boyy
ww	通過	11389239	
wxlwlj	通過	11389239	
wxlwds	通过	11389238	
wi	這些	11378382	
wsirb	這些	11378382	
dm	才	11164766	dmv
sli	市	11152653	sli
sliv	市	11152653	sli
uj	美國	11143597	
ucgjja	美國	11143597	
gw	大家	11129890	
gdwdg	大家	11129890	
nkakai	但是	11099202	
jc	嗎	10975592	jcu
jcuv	嗎	10975592	jcu
bo	走	10925488	boa
aijzrr	可能	10924987	
wsbolk	社會	10910170	
cb	表示	10779896	
cirbk	表示	10779896	
dg	據	10733608	digq
digq	據	10733608	digq
uv	情況	10685076	
ucqvjr	情況	10685076	
ff	需要	10639969	
fvgfjz	需要	10639969	
gz	不能	10492118	
gizrr	不能	10492118	
mv	生活	10428809	
mcvmi	生活	10428809	
kk	當	10365360	kjki
kojk	當	10365360	kjki
su	認為	10290693	
sswuyu	認為	10290693	
rsj	各	10270046	rsjv
lk	同時	10226733	
ldkbd	同時	10226733	
yxbsqx	建設	10214422	
hy	成	10176702	hmyv
hmyv	成	10176702	hmyv
da	打	10141725	dai
daiv	打	10141725	dai
xc	發現	10125489	
xyqclr	發現	10125489	
xcv	発現	10125488	
xbrclr	発現	10125488	
zho	幾	10023845	zhod
zzho	幾	10023845	zhod
zl	網	10013950	zld
zldv	網	10013950	zld
dx	事	9941650	djxb
djxb	事	9941650	djxb
ek	世界	9936800	
eazkon	世界	9936800	
at	政府	9908944	
aimtnd	政府	9908944	
mf	重要	9812054	
mkbfjz	重要	9812054	
wm	這種	9795387	
wsmkb	這種	9795387	
hu	成為	9782775	
hmyuyu	成為	9782775	
mdlhbk	看到	9724548	
om	今年	9714475	
osxmam	今年	9714475	
do	技術	9689523	
dexofs	技術	9689523	
be	喜歡	9589721	
bujenr	喜歡	9589721	
wjrgdq	還有	9517905	
wgigdq	还有	9517904	
sj	產品	9469054	
sgmjjj	產品	9469054	
mu	無	9430962	meuo
maeu	無	9430962	meuo
agr	无	9430961	agr
mw	知道	9354835	
majwun	知道	9354835	
sf	主要	9304580	
scfjz	主要	9304580	
zc	出現	9270103	
zizclr	出現	9270103	
fho	機	9269422	fhod
fzho	機	9269422	fhod
hb	至	9214980	hba
aw	一定	9214184	
aawdv	一定	9214184	
fk	車	9131035	fka
fd	要求	9010117	
fjzdvs	要求	9010117	
ks	由於	8959841	
kiasot	由於	8959841	
pz	所以	8908397	
pxpzso	所以	8908397	
wz	心	8813238	wza
c	長	8800220	cha
ch	長	8800220	cha
sygjk	方面	8766166	
jx	跟	8722894	jixo
jixo	跟	8722894	jixo
mt	怎麼	8708842	
miwtzz	怎麼	8708842	
smi	話	8663934	smi
os	希望	8644589	
oglsqc	希望	8644589	
ms	生產	8624503	
mcsgm	生產	8624503	
rsi	外	8587903	rsid
sn	誰	8548190	sni
sniv	誰	8548190	sni
ts	北京	8540275	
tirsjk	北京	8540275	
nnv	你們	8527633	
nrknxd	你們	8527633	
lr	見	8490843	lra
dh	找	8427695	dhm
dhmv	找	8427695	dhm
abv	一起	8424127	
aaboy	一起	8424127	
kz	影響	8415501	
kkpzsk	影響	8415501	
ng	像	8411623	njgq
nrjg	像	8411623	njgq
el	帶	8410064	ewli
eawl	帶	8410064	ewli
jjayrb	國際	8397493	
nf	價格	8354002	
nflfrj	價格	8354002	
nfjfrj	価格	8354001	
js	啦	8307871	jdsu
jdsu	啦	8307871	jdsu
rw	比賽	8302273	
rrrwol	比賽	8302273	
dt	投資	8299582	
dqxtrl	投資	8299582	
zmj	如	8284190	zmjv
yt	那麼	8243125	
ybytzz	那麼	8243125	
gwv	研究	8217927	
gaewoq	研究	8217927	
ik	歲	8215534	iako
iiak	歲	8215534	iako
ug	美	8175894	ucgd
ucgd	美	8175894	ucgd
lok	則	8161904	lokd
kv	水	8153040	kva
bf	起來	8059704	
boyfoo	起來	8059704	
uxg	快	8057227	uxgd
uxgd	快	8057227	uxgd
kckjl	非常	8056541	
ae	一直	8013106	
aaedl	一直	8013106	
go	不會	8010572	
giolk	不會	8010572	
tnwszo	應該	8001472	
ll	買	7979402	lklo
lklo	買	7979402	lklo
xe	開	7960803	xaev
xdae	開	7960803	xaev
noload	覺得	7959167	
sx	部門	7954820	
sjyxd	部門	7954820	
uy	為了	7905822	
uyuya	為了	7905822	
xm	發生	7898301	
xyqmc	發生	7898301	
xbrmc	発生	7898300	
nu	作為	7885316	
nmiuyu	作為	7885316	
ds	提高	7871020	
daisjl	提高	7871020	
wt	這麼	7829309	
wstzz	這麼	7829309	
gf	不要	7793782	
gifjz	不要	7793782	
ed	博	7730422	efds
edfd	博	7730422	efds
sy	部	7718766	sjyv
sujy	部	7718766	sjyv
bro	場	7657555	brod
qq	股	7656373	qqx
qqxv	股	7656373	qqx
ej	其中	7646781	
ecjiv	其中	7646781	
qx	服務	7624405	
qyxxry	服務	7624405	
giwlj	不過	7607718	
giwds	不过	7607717	
ar	死	7572512	arrr
arrr	死	7572512	arrr
jinrsu	雖然	7553479	
jirsu	虽然	7553478	
zsoyms	以及	7517422	
gx	有關	7502466	
gdqxzz	有關	7502466	
gdqxug	有関	7502465	
bx	報	7497313	byxs
buyx	報	7497313	byxs
zbjkf	結果	7472633	
kudsot	對於	7464227	
ss	対於	7464226	
sodsot	対於	7464226	
bs	教育	7453071	
bymszq	教育	7453071	
jzi	號	7363824	jzih
jazi	號	7363824	jzih
jz	号	7363823	jazv
jazv	号	7363823	jazv
mg	笑	7352124	mmgd
mmgd	笑	7352124	mmgd
zlczkh	組織	7333852	
jg	只有	7327973	
jogdq	只有	7327973	
bhysli	城市	7295150	
oj	人員	7206692	
odjlo	人員	7206692	
glv	而且	7200892	
gllcv	而且	7200892	
ni	作	7189397	nmid
nmid	作	7189397	nmid
nrf	條	7169519	nrfv
rf	条	7169518	rsfv
rsfv	条	7169518	rsfv
wp	必須	7163797	
wzmpdg	必須	7163797	
xq	發	7143812	xyqx
xsyq	發	7143812	xyqx
xr	発	7143811	xbrd
xsbr	発	7143811	xbrd
oqm	微	7121151	oqmo
en	其他	7091107	
ecnyi	其他	7091107	
jziv	叫	7079928	jzi
kcxozr	最後	7078430	
ld	同	7036037	lda
dn	提供	7033899	
daineo	提供	7033899	
jk	只是	7002717	
jokai	只是	7002717	
gildv	不同	6966512	
bl	項目	6927688	
bigla	項目	6927688	
jdiir	因此	6921030	
nmv	學生	6886521	
noymc	學生	6886521	
edxdbd	支持	6876120	
nl	使用	6848802	
njoldb	使用	6848802	
jajjaj	哈哈	6846983	
waozr	之後	6832942	
tw	應	6782004	tnwz
tgnw	應	6782004	tnwz
iv	上海	6771215	
idavmz	上海	6771215	
zopymj	參加	6771133	
ph	錢	6768858	phhm
phhm	錢	6768858	phhm
sq	請	6760332	scqv
scqv	請	6760332	scqv
nla	自	6757888	nla
nlvv	自	6757888	nla
xj	問	6740338	xdjv
xdjv	問	6740338	xdjv
zzzzll	繼續	6723217	
bmr	老	6717974	bmrr
snv	文化	6715704	
sonrr	文化	6715704	
rd	包括	6693860	
rydmi	包括	6693860	
zlc	組	6693387	zlc
odcjja	全國	6692428	
yzoya	孩子	6681697	
oh	得到	6635451	
oadhbk	得到	6635451	
rrrfoo	比較	6575380	
oyv	人民	6572220	
odyyh	人民	6572220	
xn	關係	6551882	
xzznmz	關係	6551882	
xnv	関係	6551881	
xugnmz	関係	6551881	
kl	省	6536068	kmlv
koml	省	6536068	kmlv
qo	獲得	6533482	
qnxoad	獲得	6533482	
cw	聽	6519997	cawz
ceaw	聽	6519997	cawz
jce	咡	6519996	jce
jjj	圖	6477513	jjjv
zw	總	6443030	zrwz
znrw	總	6443030	zrwz
jdj	回	6341453	jdjv
jdjv	回	6341453	jdjv
mjv	我國	6316190	
mdhjja	我國	6316190	
jh	哦	6312883	jmhm
jmhm	哦	6312883	jmhm
zf	出來	6185846	
zizfoo	出來	6185846	
yc	張	6157733	yzch
yzch	張	6157733	yzch
blkymj	增加	6147337	
zrrym	能力	6106359	
weodbu	選擇	6105589	
bc	增長	6090615	
blkch	增長	6090615	
wnioda	進入	6077234	
hj	區	6058071	hjjv
hjjj	區	6058071	hjjv
nrk	例	6020041	nrkd
nark	例	6020041	nrkd
af	一樣	6001838	
aafus	一樣	6001838	
lkkrym	瞭解	5990965	
pg	所有	5983705	
pxpgdq	所有	5983705	
jd	因	5965157	jda
mz	系統	5961138	
mzzzr	系統	5961138	
zm	女	5946513	zma
fxodig	根據	5937666	
aa	一下	5932374	
aaaid	一下	5932374	
byisy	地方	5926648	
bw	報道	5923009	
byxwun	報道	5923009	
lj	周	5920956	lbjv
ldbj	周	5920956	lbjv
fkz	電	5915529	fkzv
maz	每	5904552	mazy
uf	米	5878861	ufa
nc	身	5878144	nca
ew	其實	5839402	
ecwzl	其實	5839402	
bwv	規定	5834718	
bolwd	規定	5834718	
bbr	款	5828063	bbro
fkfjv	東西	5827002	
jrj	路	5824732	jrjv
agv	正在	5824702	
aiigib	正在	5824702	
ir	此	5824450	iirr
iirr	此	5824450	iirr
wswkb	這裡	5812931	
bg	項	5810813	bigo
bigo	項	5810813	bigo
bk	未	5801122	bdko
bdko	未	5801122	bdko
sym	放	5784906	symo
sh	方式	5778858	
syhsb	方式	5778858	
nmildb	作用	5764545	
ub	美元	5711642	
ucgbdr	美元	5711642	
rv	解決	5703943	
rymvxg	解決	5703943	
px	受	5687973	pwxs
pvwx	受	5687973	pwxs
nsc	住	5674865	nscv
nscv	住	5674865	nscv
aug	頭	5670592	augo
ajug	頭	5670592	augo
xv	關注	5652031	
xzzvsc	關注	5652031	
xugvsc	関注	5652030	
hn	感覺	5647041	
hjwnol	感覺	5647041	
ffd	轉	5637088	ffds
fbz	転	5637087	fbzs
ow	領導	5632400	
owgwnd	領導	5632400	
kf	日本	5623255	
kafav	日本	5623255	
wc	實現	5613547	
wzlclr	實現	5613547	
wdzodc	安全	5588869	
noyyyn	學習	5570557	
zrv	能夠	5559134	
zrrrrj	能夠	5559134	
bj	超	5557574	byjv
boyj	超	5557574	byjv
mlb	稱	5556949	mlbv
wh	達到	5548520	
wbuhbk	達到	5548520	
jyk	別	5547188	jykd
whv	完成	5542752	
wbrhmy	完成	5542752	
nx	雙	5535180	nnxs
ninx	雙	5535180	nnxs
xsx	双	5535179	xsxs
zi	以上	5528952	
zsoida	以上	5528952	
oc	全	5527100	odcv
odcv	全	5527100	odcv
mr	先	5527005	mbrd
mbrd	先	5527005	mbrd
yj	加	5526163	ymjv
ymjv	加	5526163	ymjv
oda	入	5523397	oda
nmb	件	5517461	nmb
wljmjc	過程	5506342	
wdsmjc	过程	5506341	
wfk	連	5495219	wfk
am	政策	5486640	
aimmfl	政策	5486640	
aii	正	5486379	aii
nij	佔	5480031	nijv
oia	行	5478924	oia
cjrbkr	環境	5471225	
nsnlw	信息	5460184	
sqxsed	設計	5452273	
gg	存在	5444212	
giygib	存在	5444212	
xaexyq	開發	5441261	
xaexbr	開発	5441260	
lg	具有	5430585	
lcogdq	具有	5430585	
hbkya	到了	5417555	
jiwzv	中心	5392545	
nsv	信	5386015	nsv
nsvv	信	5386015	nsv
yzi	強	5385400	yziv
du	事情	5385352	
djxucq	事情	5385352	
nrs	低	5383247	nrsv
vw	決定	5371473	
vxgwd	決定	5371473	
qg	朋友	5331707	
qqgdx	朋友	5331707	
bt	均	5327272	brtd
brtd	均	5327272	brtd
fv	標準	5308396	
ffbvne	標準	5308396	
bm	去年	5301941	
bzsmam	去年	5301941	
yn	那個	5296183	
ybynej	那個	5296183	
yr	那亇	5296182	
ybyri	那亇	5296182	
gdqirb	有些	5287025	
nko	便	5274816	nkos
sv	方法	5272124	
syvbz	方法	5272124	
sjyoyd	部分	5271870	
nejod	個人	5264294	
riodv	亇人	5264293	
rsuozr	然後	5260934	
olksmh	會議	5237094	
dz	提出	5231822	
daiziz	提出	5231822	
gjk	面	5188966	gjkd
kmiagd	昨天	5187383	
waxdk	之間	5182775	
je	單	5175593	jked
jjke	單	5175593	jked
on	合作	5169374	
oajnmi	合作	5169374	
rm	各種	5164375	
rsjmkb	各種	5164375	
noyfoo	學校	5160143	
sya	方	5144385	sya
tz	麼	5139471	tzzs
tgzz	麼	5139471	tzzs
hbv	成功	5131252	
hmybiy	成功	5131252	
kvaua	水平	5128312	
nhscir	代表	5124716	
wu	達	5111805	wbuc
wbuc	達	5111805	wbuc
zov	以後	5109594	
zsoozr	以後	5109594	
hd	堅持	5101129	
hxbdbd	堅持	5101129	
oz	介紹	5100620	
odnzyj	介紹	5100620	
jn	單位	5081637	
jkensu	單位	5081637	
iq	處	5080805	irqd
ihrq	處	5080805	irqd
rq	処	5080804	rsqd
rsqd	処	5080804	rsqd
yq	隨	5074097	ybqv
ywbq	隨	5074097	ybqv
bqc	聲	5062333	bqce
bxqc	聲	5062333	bqce
bxm	声	5062332	bxm
nxa	片	5059940	nxa
mzv	系	5052225	mzv
mzvv	系	5052225	mzv
yg	隊	5050937	yugq
yugq	隊	5050937	yugq
sxv	計劃	5045972	
sedxak	計劃	5045972	
cc	表現	5040771	
circlr	表現	5040771	
fhoflb	機構	5034523	
mbjsps	告訴	5024560	
tp	資金	5005907	
trlpa	資金	5005907	
wljbzs	過去	4956320	
wdsbzs	过去	4956319	
wru	寫	4943588	wruo
bhz	越	4934511	bhzv
bohz	越	4934511	bhzv
gizzp	不斷	4917307	
ep	基金	4913266	
ecbpa	基金	4913266	
ye	改革	4907306	
yymee	改革	4907306	
jl	國內	4905626	
jjaldo	國內	4905626	
ojm	拿	4903114	ojmd
ef	基本	4892990	
ecbfa	基本	4892990	
ym	力	4877765	yma
sij	站	4876405	sijv
yxbsu	建立	4860074	
ulk	曾	4853783	ulkv
udlk	曾	4853783	ulkv
sul	商	4853106	suld
gj	原因	4817909	
gnkjd	原因	4817909	
wni	進	4814607	wni
wniv	進	4814607	wni
of	分析	4802670	
oydfpd	分析	4802670	
ii	卡	4800229	iaid
idai	卡	4800229	iaid
zn	如何	4786911	
zmjnaj	如何	4786911	
edldsz	直接	4763415	
gmw	不知道	4744474	
gimajwun	不知道	4744474	
xd	門	4739059	xda
eg	基礎	4735162	
ecbgxi	基礎	4735162	
tx	度	4723348	texs
tgex	度	4723348	texs
nmbnaj	任何	4715610	
km	少	4710056	komv
komv	少	4710056	komv
wug	送	4686241	wugd
wugd	送	4686241	wugd
ap	一般	4685653	
aapyq	一般	4685653	
ja	國	4684995	jjav
jdja	國	4684995	jjav
ymjyzi	加強	4679264	
yaa	子	4674640	yaa
kc	非	4668866	kca
zwv	經過	4663309	
zhbwlj	經過	4663309	
zhbwds	經过	4663308	
bimjc	工程	4657909	
pa	金	4654068	paa
pvvv	金	4654068	paa
vt	治療	4645056	
vzjtkk	治療	4645056	
wbr	完	4639664	wbrd
ah	形成	4635389	
aephmy	形成	4635389	
xy	即	4635250	xoyv
xoyv	即	4635250	xoyv
zldzrj	網絡	4634842	
zs	級	4629630	zmsv
zyms	級	4629630	zmsv
kokbd	小時	4629165	
fhoolk	機會	4613507	
vn	準備	4607197	
vnenml	準備	4607197	
dp	接受	4588777	
dszpwx	接受	4588777	
kqkug	明顯	4581171	
zxyym	努力	4574518	
er	花	4562491	enrr
enrr	花	4562491	enrr
nw	您	4560428	nkwz
nrkw	您	4560428	nkwz
vnv	消息	4560175	
vkqnlw	消息	4560175	
eh	甚至	4544850	
eczhb	甚至	4544850	
mtv	制度	4544274	
mlktex	制度	4544274	
oikuv	行業	4542641	
jykod	別人	4535410	
ybyirb	那些	4520517	
wbrodc	完全	4517556	
sbjfka	調查	4506783	
bh	地區	4505793	
byihjj	地區	4505793	
xl	群眾	4490714	
xjuloo	群眾	4490714	
yaj	阿	4486961	yajv
hjabm	或者	4486147	
ano	一個人	4476555	
aanejod	一個人	4476555	
aro	一亇人	4476554	
aariod	一亇人	4476554	
fs	電話	4470310	
fkzsmi	電話	4470310	
kuxry	業務	4467136	
xdk	間	4464230	xdkv
leb	睡	4464165	lebv
lmeb	睡	4464165	lebv
zb	經	4464018	zhbi
zhbi	經	4464018	zhbi
noy	學	4458826	noya
zu	經營	4454772	
zhbujj	經營	4454772	
nrfnmb	條件	4445457	
rn	条件	4445456	
rsfnmb	条件	4445456	
zmodv	女人	4439772	
ak	可是	4439141	
aijkai	可是	4439141	
ahv	一切	4433800	
aahdy	一切	4433800	
nr	兒	4422334	nbrd
nbrd	兒	4422334	nbrd
unt	為什麼	4421303	
uyunedtzz	為什麼	4421303	
njc	僅	4421040	njci
nejc	僅	4421040	njci
zrtsot	終於	4420176	
fx	相關	4420111	
flxzz	相關	4420111	
flxug	相関	4420110	
wai	進一步	4419307	
wniaaiik	進一步	4419307	
jaa	口	4395540	jaa
uw	精神	4369869	
ucqwsk	精神	4369869	
biyzrr	功能	4366570	
onv	人們	4352946	
odnxd	人們	4352946	
dwz	按	4351295	dwzm
dwzm	按	4351295	dwzm
gjv	歷史	4350507	
gmijos	歷史	4350507	
gdbgdj	左右	4345575	
kiyod	男人	4342420	
wms	房	4335980	wmsy
dsz	接	4335624	dszm
dszm	接	4335624	dszm
bwh	臺	4332149	bwhb
bjwh	臺	4332149	bwhb
zsj	台	4332148	zsjv
kjkkbd	當時	4319095	
bubwjk	幸福	4296331	
tb	座	4292815	tobv
tgob	座	4292815	tobv
soa	文	4290202	soa
znk	線	4287870	znkv
znkv	線	4287870	znkv
zh	綫	4287869	zhhm
zhhm	綫	4287869	zhhm
jhi	呀	4283819	jhi
jhiv	呀	4283819	jhi
ic	處理	4271255	
irqckb	處理	4271255	
rc	処理	4271254	
rsqckb	処理	4271254	
po	銀行	4268740	
pxooi	銀行	4268740	
pk	質量	4267489	
pplkkb	質量	4267489	
dl	採用	4267110	
dpfldb	採用	4267110	
srv	許多	4256637	
smersr	許多	4256637	
amv	下午	4251438	
aidmae	下午	4251438	
sc	主	4249958	scv
wstdr	這次	4246131	
nfl	價	4242287	nflo
nflo	價	4242287	nflo
nfj	価	4242286	nfj
ldk	剛	4241925	ldkd
wpd	近	4235874	wpd
wpdv	近	4235874	wpd
mca	生	4223429	mca
mcvv	生	4223429	mca
dwbmlk	控制	4219934	
meuvbz	無法	4213049	
av	无法	4213048	
agrvbz	无法	4213048	
cr	玩	4207147	cbrd
cbrd	玩	4207147	cbrd
mfkldb	利用	4206796	
dsu	拉	4195602	dsu
dsuv	拉	4195602	dsu
lw	內容	4171461	
ldowoj	內容	4171461	
gp	不錯	4169385	
gipek	不錯	4169385	
djl	搞	4167691	djld
dsjl	搞	4167691	djld
wmjhmy	造成	4156062	
ou	行為	4154392	
oiuyu	行為	4154392	
lf	目標	4150546	
laffb	目標	4150546	
zrs	約	4147327	zrsv
jf	只要	4142480	
jofjz	只要	4142480	
kiwflw	思想	4139244	
zsofoo	以來	4134724	
gdqod	有人	4125753	
wgsrsu	突然	4107628	
jdjfkr	回覆	4100513	
pn	銷售	4099072	
pkqnij	銷售	4099072	
byxmbj	報告	4092602	
zbi	紅	4084578	zbi
soo	交	4078349	soos
cs	球	4056497	cvsv
cdvs	球	4056497	cvsv
ma	每天	4042837	
mazagd	每天	4042837	
sgmku	產業	4020888	
zmjiir	如此	4016557	
wzlsmy	實施	4015009	
vf	汽車	4011306	
vmyfk	汽車	4011306	
gnkfoo	原來	4006582	
mkb	重	4004920	mkbv
pl	盤	4002759	pqlk
pyql	盤	4002759	pqlk
noboi	舉行	3977472	
fn	來自	3956625	
foonl	來自	3956625	
zlv	媒體	3950720	
zeflju	媒體	3950720	
znv	媒体	3950719	
zefnfa	媒体	3950719	
odcsjy	全部	3939595	
mclfxa	積極	3937116	
sbjfai	調整	3935207	
npx	版	3932903	npxs
nxpx	版	3932903	npxs
smv	產生	3920035	
sgmmc	產生	3920035	
kg	是否	3914584	
kaigij	是否	3914584	
kqagd	明天	3889610	
bhy	城	3889587	bhyv
bhyv	城	3889587	bhyv
ntv	健康	3887813	
nxbtxk	健康	3887813	
tv	資源	3886504	
trlvnk	資源	3886504	
